Pantone,L*,a*,b*,DC21-001 Extender,DC21-101 Bright Red,DC21-102 Rubine,DC21-114 Rhodamine,DC21-201 Orange,DC21-304 Yellow,DC21-402 Green,DC21-501 Process Blue,DC21-604 Violet,DC21-802 Black
PANTONE 5473 C,35.45,-19.96,-14.27,36.84,0,0,0,0,0,39.49,0,10.31,13.36
PANTONE 5477 C,36.69,-11.34,-3.49,34.71,26.25,0,0,0,16.15,0,22.89,0,0
PANTONE 548 C,21.49,-19.37,-19.77,24.33,0,4.11,0,0,0,0,42.13,0,29.43
PANTONE 5483 C,52.09,-16.74,-13.18,79.5,0,0,0,0,0,0,10.66,0.29,9.55
PANTONE 5487 C,48.24,-9.52,-4.18,60.21,16.43,0,0,0,9.43,0,13.93,0,0
PANTONE 549 C,63.8,-13.04,-21.54,86.08,0,3.01,0,0,2.48,0,8.43,0,0
PANTONE 5493 C,66.1,-12.54,-11.55,86.75,2.71,0,0,2.93,0,0,7.61,0,0
PANTONE 5497 C,61.3,-7.35,-4.47,79.42,8.73,0,0,0,4.52,0,7.33,0,0
PANTONE 550 C,72.34,-9.96,-18.71,92.41,0,1.72,0,0,1.09,0,4.78,0,0
PANTONE 5503 C,71.83,-10.71,-10.61,91.56,0,0.7,0,2.54,0,0,5.2,0,0
PANTONE 5507 C,70.25,-5.85,-4.35,88.19,5.05,0,0,0,2.45,0,4.31,0,0
PANTONE 551 C,77.65,-8.42,-15.24,95.16,0,1.09,0,0,0.63,0,3.12,0,0
PANTONE 5513 C,78.51,-8.14,-9.15,95.12,0,0,0,1.41,0,0,2.86,0.61,0
PANTONE 5517 C,76.48,-4.56,-4.26,92.8,3.16,0,0,0,1.34,0,2.7,0,0
PANTONE 552 C,82.83,-5.54,-13.09,97.48,0,0.65,0,0,0.07,0,1.8,0,0
PANTONE 5523 C,81.32,-6.91,-8.2,96.38,0,0,0,0.99,0,0,2.12,0.51,0
PANTONE 5527 C,79.82,-3.71,-4.13,93.96,0,0,0,0,1.66,2.35,0,2.03,0
PANTONE 553 C,26.93,-15.07,6.17,33.16,0,0,0,0,15.81,0,15.24,0,35.79
PANTONE 5535 C,17.51,-12.07,0.85,5.82,0,0,0,0,0,36.9,0,1.88,55.4
PANTONE 554 C,34.38,-24.68,7.78,14.82,0,12.45,0,0,45,0,27.73,0,0
PANTONE 5545 C,41.01,-16.84,1.56,35.67,0,7.25,0,15.44,0,41.64,0,0,0
PANTONE 555 C,42.21,-29.18,9.19,34.6,0,7.95,0,0,35.14,0,22.31,0,0
PANTONE 5555 C,50.09,-15.35,0.97,56.43,0,4.96,0,10.39,0,28.22,0,0,0
PANTONE 556 C,62.48,-20.45,4.4,76.68,0,2.97,0,0,11.97,0,8.38,0,0
PANTONE 5565 C,61.75,-12.5,0.03,76.01,0,2.84,0,5.57,0,15.58,0,0,0
PANTONE 557 C,68.48,-16.78,2.31,84.37,0,2.11,0,0,7.79,0,5.73,0,0
PANTONE 5575 C,67.97,-10.67,-0.36,83.55,0,2.02,0,3.78,0,10.65,0,0,0
PANTONE 558 C,73.93,-14.06,1.57,89.46,0,1.42,0,0,5.2,0,3.92,0,0
PANTONE 5585 C,74.94,-9,0.01,89.92,0,1.19,0,2.35,0,6.54,0,0,0
PANTONE 559 C,79.03,-11.17,0.99,93.27,0,0.92,0,0,3.29,0,2.52,0,0
PANTONE 5595 C,81.26,-6.32,0.3,94.4,0,0.68,0,1.37,0,3.55,0,0,0
PANTONE 560 C,22.01,-14.46,0.4,12.93,0,0,0,30.04,0,0,37.94,0,19.09
PANTONE 5605 C,20.97,-10.8,3.69,25.46,0,0,0,0,11.34,0,14.8,0,48.4
PANTONE 561 C,32.74,-27.89,-1.33,19.82,0,0,0,28.64,0,15.67,35.87,0,0
PANTONE 5615 C,46.46,-10.22,5.32,50.96,17.73,0,0,0,17,0,14.31,0,0
PANTONE 562 C,40.63,-36.05,-3.69,14.58,0,0,0,10.71,0,67.35,0,7.36,0
PANTONE 5625 C,53.48,-9.13,4,64.77,12.95,0,0,0,11.83,0,10.45,0,0
PANTONE 563 C,70.22,-28.64,-5.3,80.75,0,0,0,1.69,0,16.21,0,1.35,0
PANTONE 5635 C,66.08,-7.01,2.13,80.2,0,0,0,0,7.91,6.25,0,5.64,0
PANTONE 564 C,76.02,-24.05,-5.12,87.81,0,0,0,1,0,10.31,0,0.88,0
PANTONE 5645 C,70.9,-6.03,1.44,85.65,0,0,0,0,5.65,4.56,0,4.14,0
PANTONE 565 C,81.42,-19.18,-3.98,92.79,0,0,0,0.58,0,6.13,0,0.5,0
PANTONE 5655 C,75.27,-5.11,0.93,89.73,0,0,0,0,3.97,3.29,0,3.01,0
PANTONE 566 C,84.93,-13.12,-3.17,95.69,0,0,0,0.4,0,3.53,0,0.38,0
PANTONE 5665 C,78.45,-4.37,0.6,92.25,0,0,0,0,2.97,2.48,0,2.3,0
PANTONE 567 C,23.37,-17.15,0.52,17.54,0,0,0,0,0,39.21,0,1.54,41.71
PANTONE 568 C,39.52,-35.34,-1.03,2.78,0,0,13.04,11.88,0,72.3,0,0,0
PANTONE 569 C,45.79,-47.37,-2.54,16.94,0,0,0,6.98,0,71.9,0,4.18,0
PANTONE 570 C,74.91,-32.73,-5.03,85.78,0,0,0,1.29,0,10.98,1.95,0,0
PANTONE 571 C,82.48,-23.74,-5.31,92.73,0,0,0,0.15,0,6.81,0,0.31,0
PANTONE 572 C,84.49,-20.73,-4.9,94.23,0,0,0.43,0,0,5.34,0,0,0
PANTONE 573 C,86.68,-16.25,-4.52,96.21,0,0,0,0,0,3.59,0,0.2,0
PANTONE 574 C,36.38,-10.45,21.13,0,0,16.3,0,0,51.57,32.13,0,0,0
PANTONE 5743 C,29.56,-8.47,18.02,27.08,0,0,0,0,29.37,0,7.37,0,36.18
PANTONE 5747 C,27.38,-7.95,21.53,6.06,0,0,0,0,40.22,12.12,0,0,41.6
PANTONE 575 C,50.7,-18.32,33.31,30.87,0,0,0,0,51.08,0,9.72,8.33,0
PANTONE 5753 C,41.97,-8.61,23.38,14.81,0,0,0,0,50.18,17.13,0,17.88,0
PANTONE 5757 C,46.4,-8.48,34.46,41.03,0,0,0,0,34.86,5.7,0,0,18.41
PANTONE 576 C,60.25,-22.65,36.05,51.78,0,3.13,0,0,36.85,0,8.24,0,0
PANTONE 5763 C,50.31,-8.1,22.63,40.42,0,0,0,0,35.21,11.86,0,12.51,0
PANTONE 5767 C,57.59,-8.23,32.68,63.57,0,0,0,0,22.3,3.35,0,0,10.78
PANTONE 577 C,75.91,-16.97,27.94,81.78,0,1.06,0,0,14.12,0,3.04,0,0
PANTONE 5773 C,58.7,-7.33,20.33,60.59,0,0,0,0,23.22,7.8,0,8.39,0
PANTONE 5777 C,66.43,-7.49,28.41,77.73,0,0,0,0,13.68,1.93,0,0,6.66
PANTONE 578 C,80.03,-14.07,22.11,88.13,0,0.74,0,0,9.03,0,2.1,0,0
PANTONE 5783 C,68.07,-6.18,16.6,77.23,0,0,0,0,13.28,4.5,0,4.99,0
PANTONE 5787 C,75.61,-6.14,21.95,88.56,0,0,0,0,6.95,0.98,0,0,3.51
PANTONE 579 C,81.21,-13.07,20.91,89.51,0,0.66,0,0,7.99,0,1.84,0,0
PANTONE 5793 C,74.01,-5.52,13.77,85.08,0,0,0,0,8.6,3.02,0,3.3,0
PANTONE 5797 C,79.47,-5.35,19.05,91.85,0,0,0,0,4.97,0.67,0,0,2.51
PANTONE 580 C,83.47,-11.54,19.01,91.77,0,0.5,0,0,6.31,0,1.42,0,0
PANTONE 5803 C,79.31,-4.23,11.92,90.39,0,0,0,0,5.65,1.82,0,2.14,0
PANTONE 5807 C,82.96,-4.33,15.71,94.48,0,0,0,0,3.34,0.44,0,0,1.74
PANTONE 581 C,39.26,-3.35,34.12,26.1,0,0,0,0,45.91,0,1.84,0,26.15
PANTONE 5815 C,34.03,-2.39,25.72,30.02,0,0,0,0,34.53,0,1.98,0,33.47
PANTONE 582 C,57.12,-8.39,56.28,10.93,0,0,0,0,73.36,7.73,0,7.98,0
PANTONE 5825 C,53.53,-3.2,36.2,35.38,17.08,0,0,0,33.74,13.8,0,0,0
PANTONE 583 C,74.91,-15.46,71.28,42.83,0,1.03,0,0,53.55,0,2.59,0,0
PANTONE 5835 C,62.83,-3.58,32.54,72.62,0,0,0,0,18.35,0,0.34,0,8.69
PANTONE 584 C,83.98,-13.29,59.12,73.03,0,0.34,0,0,25.57,0,1.06,0,0
PANTONE 5845 C,69.03,-3.52,28.68,81.31,0,0,0,0,12.49,0,0.18,0,6.02
PANTONE 585 C,86.98,-11.32,49.85,82.46,0,0.2,0,0,16.69,0,0.65,0,0
PANTONE 5855 C,75.54,-3.11,23.9,82.73,4.73,0,0,0,8.86,3.68,0,0,0
PANTONE 586 C,88.27,-10.06,46.55,85.46,0,0.15,0,0,13.93,0,0.46,0,0
PANTONE 5865 C,79.71,-3.4,23.58,86.97,3.23,0,0,0,7.28,2.52,0,0,0
PANTONE 587 C,89.41,-8.64,39.24,89.52,0,0.11,0,0,10.03,0,0.34,0,0
PANTONE 5875 C,82.16,-2.98,21.11,92.96,0,0,0,0,5.01,0,0,0,2.03
PANTONE 600 C,92.41,-5.16,35.19,92.74,0,0,0,0.11,7.15,0,0,0,0
PANTONE 6001 C,84.33,1.46,41.48,86.81,0,0,0,1.94,10.37,0,0,0,0.88
PANTONE 6002 C,82.25,4.83,47.49,80.28,0,0,0,1.59,16.8,0,0,1.33,0
PANTONE 6003 C,77.05,8.18,58.55,65.75,0,0,0,2.04,29.78,0,0,2.43,0
PANTONE 6004 C,74.09,10.61,65.35,53.72,0,0,0,2.54,40.63,0,0,3.11,0
PANTONE 6005 C,71.46,12.74,70.04,41.8,0,0,0,3.02,51.38,0,0,3.8,0
PANTONE 6006 C,66.69,15.57,67.18,47.46,0,0,0,13.16,35.39,0,0,0,3.99
PANTONE 6007 C,57.96,22.12,53.6,54.1,0,0,0,41.64,0,0,4.26,0,0
PANTONE 6008 C,67.25,8.4,23.55,85,0,0,0,6.22,3.2,0,0,0,5.58
PANTONE 6009 C,61.04,10.23,27.87,77.8,0,0,0,9.44,4.81,0,0,0,7.95
PANTONE 601 C,91.59,-5.69,40.99,90.61,0,0,0,0.16,9.21,0.02,0,0,0
PANTONE 6010 C,56.23,11.3,29.41,72.24,0,0,0,12.23,5.22,0,0,0,10.31
PANTONE 6011 C,53.26,12.18,32.04,66.67,0,0,0,14.64,6.85,0,0,0,11.84
PANTONE 6012 C,44.07,13.86,32.28,53.85,0,0,0,21.72,5.94,0,0,0,18.49
PANTONE 6013 C,38.97,15.66,31.99,46.28,0,0,0,30,0.94,0,0,0,22.78
PANTONE 6014 C,36,7.33,24.67,45.24,0,0,0,12.38,12.61,0,0,0,29.77
PANTONE 6015 C,78.01,20.06,32.9,86.97,0,0,0,8.23,3.44,0,0,1.36,0
PANTONE 6016 C,73.44,30.41,46.01,78.78,0,0,0,18.38,1.4,0,0,1.44,0
PANTONE 6017 C,71.67,37.93,55.76,68.93,0,2.11,0,16.55,12.41,0,0,0,0
PANTONE 6018 C,67.5,42.87,62.01,63,0,1.52,0,35.09,0,0,0.39,0,0
PANTONE 6019 C,62.47,49.95,69.41,47.56,0,2.77,0,49.15,0,0,0.52,0,0
PANTONE 602 C,91.08,-6.55,50.49,86.35,0,0,0,0.18,13.4,0.07,0,0,0
PANTONE 6020 C,56.86,53.65,68.22,23.08,0,0,17.15,58.25,0,1.52,0,0,0
PANTONE 6021 C,55.47,49.24,59.15,29.66,0,0,18.46,49.46,0,2.42,0,0,0
PANTONE 6022 C,82.55,19.25,13.49,94.25,3.28,0,0,1.95,0.52,0,0,0,0
PANTONE 6023 C,77.62,21.33,18.49,89.05,1.22,2.71,0,0,7.02,0,0,0,0
PANTONE 6024 C,70.57,29.9,23.4,80.4,0,0,7.34,10.95,0,1.31,0,0,0
PANTONE 6025 C,64.57,34.29,29.25,69.97,0,0,10.83,17.03,0,2.17,0,0,0
PANTONE 6026 C,60.7,36.78,33.98,61.16,0,0,13.45,22.54,0,2.85,0,0,0
PANTONE 6027 C,53.76,38.36,39.44,42.84,0,0,19.14,33.18,0,4.84,0,0,0
PANTONE 6028 C,51.06,37.74,36.12,37.61,0,0,22.83,33.54,0,6.02,0,0,0
PANTONE 6029 C,74.71,12.68,6.13,91.53,0,0,0,4.62,0,1.18,0,2.67,0
PANTONE 603 C,88.51,-6.87,69.12,72.6,0,0,0,0.02,26.99,0,0,0,0.39
PANTONE 6030 C,69.18,15.1,9.38,84.83,0,0,5.25,7.61,0,0,2.31,0,0
PANTONE 6031 C,63.59,16.37,12.67,84.95,0,0,0,7.93,0,0,0,3.09,4.03
PANTONE 6032 C,59.19,18.14,13.74,80.71,0,0,0,10.16,0,0,0,4.11,5.02
PANTONE 6033 C,54.98,19.98,16.07,64.63,16.75,0,0,10.29,0,8.33,0,0,0
PANTONE 6034 C,50.84,21.04,19.28,61.41,0,7.23,0,21.43,0,9.93,0,0,0
PANTONE 6036 C,64.24,21.37,2.55,87.4,0,5.12,0,0,3.94,0,0,0,3.54
PANTONE 6037 C,55.91,23.9,5.13,79.37,0,7.68,0,0,6.93,0,0,0,6.02
PANTONE 6038 C,50.4,27.16,6.86,72.19,0,10.38,0,0,9.79,0,0,0,7.64
PANTONE 6039 C,44.37,28.48,8.33,63.38,0,13.16,0,0,12.95,0,0,0,10.51
PANTONE 604 C,86.77,-6.5,78.42,61.62,0,0,0,0,37.75,0,0,0,0.63
PANTONE 6040 C,38.22,30.5,11.63,49.94,0,17.22,0,0,19.08,0,0,0,13.76
PANTONE 6041 C,33.72,31.03,13.27,39.09,0,20.38,0,0,23.47,0,0,0,17.06
PANTONE 6042 C,26.49,25.37,11.73,26.46,0,21.24,0,0,24.46,0,0,0,27.84
PANTONE 6043 C,71.65,39.67,11.48,82.77,0,0,10.58,6.4,0,0,0,0.25,0
PANTONE 6044 C,68.57,43.03,13.81,77.55,0,0,13.91,8.22,0,0.32,0,0,0
PANTONE 6045 C,66.03,45.8,16.69,72.72,0,0,16.41,10.39,0,0.48,0,0,0
PANTONE 6046 C,61.88,48.8,21.85,63.64,0,0,20.59,14.85,0,0.92,0,0,0
PANTONE 6047 C,52.4,52.54,34.76,34.3,0,0,32.67,30.48,0,2.55,0,0,0
PANTONE 6048 C,53.1,52.81,31.62,37.71,0,0,32.57,27.39,0,2.33,0,0,0
PANTONE 6049 C,47.15,48.37,41.27,15.12,0,0,36.76,43.19,0,4.93,0,0,0
PANTONE 605 C,82.31,-4.83,87.47,40.3,0,0,0.05,0,58.24,0,0,0,1.41
PANTONE 6050 C,78.6,35.85,-6.02,88.98,0,0,9.69,1.33,0,0,0,0,0
PANTONE 6051 C,70.52,50.08,1.43,79.96,10.99,0,9.05,0,0,0,0,0,0
PANTONE 6052 C,63.16,50.64,5.13,68.45,0,0,23.93,7.09,0,0.53,0,0,0
PANTONE 6053 C,62.44,62.35,11.62,65.55,24.43,0,10.02,0,0,0,0,0,0
PANTONE 6054 C,57.1,56.65,7.17,52.98,0,0,36.01,10.08,0,0.93,0,0,0
PANTONE 6055 C,52.1,59.04,14.58,35.71,0,0,46.36,16.33,0,1.6,0,0,0
PANTONE 6056 C,49,58.95,20.29,22.99,0,0,52.68,22.07,0,2.26,0,0,0
PANTONE 6057 C,57.42,52.11,-11.35,58.66,0,0,36.36,3.28,0,1.7,0,0,0
PANTONE 6058 C,52.51,55.55,-9.77,44.62,0,0,48.15,4.88,0,2.35,0,0,0
PANTONE 6059 C,50.43,56.59,-8.21,37.51,0,0,53.75,6.05,0,2.69,0,0,0
PANTONE 606 C,74.41,-1.25,87.77,10.98,0,0,0,0.78,85.12,0,0,0,3.12
PANTONE 6060 C,47.91,56.9,-6.61,28.64,0,0,60.48,7.57,0,3.31,0,0,0
PANTONE 6061 C,44.31,56.61,-4.46,14.58,0,0,70.96,10.01,0,4.45,0,0,0
PANTONE 6062 C,43.4,56.82,-1.66,9.24,0,0,74.28,11.87,0,4.61,0,0,0
PANTONE 6063 C,39.98,52.87,2.02,5.96,0,0,71.22,18.45,0,0,4.37,0,0
PANTONE 6064 C,74.94,15.54,-6.8,89.27,0,0,6.92,1.43,0,2.38,0,0,0
PANTONE 6065 C,69.09,20.07,-4.62,83.2,0,0,10.44,3.01,0,3.35,0,0,0
PANTONE 6066 C,64.92,22.03,-4.39,77.95,0,0,13.55,4.1,0,4.4,0,0,0
PANTONE 6067 C,59.73,23.45,-3.84,70.14,0,0,17.93,5.77,0,6.16,0,0,0
PANTONE 6068 C,55.9,24.64,-4.21,63.42,0,0,21.97,6.97,0,7.64,0,0,0
PANTONE 6069 C,49.42,26.32,-3.22,49.62,0,0,29.63,10.13,0,10.62,0,0,0
PANTONE 607 C,90.3,-4.73,34.05,92.4,0,0,0,0.15,7.18,0,0,0,0.27
PANTONE 6070 C,48.53,24.98,-2.76,47.74,0,0,29.9,10.76,0,11.6,0,0,0
PANTONE 6071 C,53.92,16.31,-13.23,80.2,0,7.78,0,5.92,0,0,6.1,0,0
PANTONE 6072 C,39.94,20.39,-14.4,66.64,0,14.85,0,0,0,8.56,0,0,9.95
PANTONE 6073 C,34.49,20.56,-13.86,58.77,0,17.63,0,0,0,10.23,0,0,13.37
PANTONE 6074 C,31.65,20.58,-12.83,54.51,0,18.81,0,0,0,10.48,0,0,16.2
PANTONE 6075 C,28.33,19.88,-11.81,54.01,0,6.2,0,0,0,0,0,14.48,25.31
PANTONE 6076 C,21.5,17.22,-9.33,40.49,0,6,0,0,0,0,0,17.42,36.09
PANTONE 6077 C,18.41,10.8,-4.96,15.42,0,0,31.22,0,0,0,6.21,0,47.15
PANTONE 6078 C,67.3,25.37,-23.01,83.73,0,0,13.85,0.35,0,0,2.07,0,0
PANTONE 6079 C,60.36,30.13,-25.74,75.42,2.02,0,19.5,0,0,0,3.06,0,0
PANTONE 608 C,88.99,-5.63,42.24,88.71,0,0,0,0.09,10.75,0,0,0,0.45
PANTONE 6080 C,53.21,33.54,-27.93,64.43,4.03,0,27.01,0,0,0,4.53,0,0
PANTONE 6081 C,50.5,35.67,-29.3,58.87,4.4,0,31.67,0,0,0,5.06,0,0
PANTONE 6082 C,44.59,37.07,-29.01,46.79,8.22,0,38.2,0,0,0,6.79,0,0
PANTONE 6083 C,38.47,39.45,-30.16,29.95,11.5,0,49.67,0,0,0,8.88,0,0
PANTONE 6084 C,34.5,37.93,-28.7,20.43,17.19,0,51.35,0,0,0,11.03,0,0
PANTONE 6085 C,83.02,1.75,-14.33,97.74,0,0,0,0,0,0,0.88,1.38,0
PANTONE 6086 C,74.03,2.54,-18.36,92.84,0,0,0,0.26,0,3.24,0,3.66,0
PANTONE 6087 C,68.6,3,-21.11,89.29,0,0,0,0.57,0,4.87,0,5.27,0
PANTONE 6088 C,62.43,3.42,-24.58,87.21,0,0,0,2.25,0,0,4.92,5.62,0
PANTONE 6089 C,57.73,5.28,-31.05,83.84,0,0,0,2.12,0,0,6.28,7.76,0
PANTONE 609 C,87.66,-6.08,48.81,84.74,0,0,0,0.04,14.57,0,0,0,0.65
PANTONE 6090 C,49.74,7.32,-31.37,65.41,0,0,18.99,3.35,0,0,12.25,0,0
PANTONE 6091 C,41.56,7.82,-34.07,56.43,5.85,0,0,0,0,19.29,0,18.43,0
PANTONE 6092 C,60.78,8.43,-29.32,86.64,0,0,0,1.67,0,0,4.32,7.37,0
PANTONE 6093 C,57.94,8.73,-31.08,84.35,0,0,0,1.98,0,0,5.19,8.48,0
PANTONE 6094 C,52.69,10.44,-32.96,79.56,0,0,0,2.87,0,0,6.53,11.04,0
PANTONE 6095 C,50,11.19,-35.63,76.87,0,0,0,3.01,0,0,7.52,12.6,0
PANTONE 6096 C,42.97,13.7,-38.24,52.13,0,0,29.51,3.09,0,0,15.27,0,0
PANTONE 6097 C,37.37,14.7,-41.31,39.58,0,0,36.92,3.84,0,0,19.66,0,0
PANTONE 6098 C,32.04,15.53,-41.82,25.35,0,0,44.74,5.58,0,0,24.33,0,0
PANTONE 6099 C,67.41,1.9,-30.31,90.05,0,0,0,0,0,2.29,2.58,5.08,0
PANTONE 610 C,84.57,-6.26,60.66,71.83,0,0,1.59,0,25.49,1.09,0,0,0
PANTONE 6100 C,60.11,1.84,-33.06,82.85,0,0,0,0,0,7.03,1.81,8.31,0
PANTONE 6101 C,53.71,3.66,-38.31,80.04,0,0,0,1.72,0,0,9.16,9.08,0
PANTONE 6102 C,49.8,3.44,-37.27,75.62,0,0,0,2.92,0,0,11.02,10.44,0
PANTONE 6103 C,36.35,8.3,-40.13,38.69,0,0,32.8,5.09,0,0,23.42,0,0
PANTONE 6104 C,26.63,13.16,-48.48,36.29,0,0,0,7.64,0,0,27.26,28.81,0
PANTONE 6105 C,25.88,13.28,-44.81,34.97,0,0,0,9.57,0,0,25.83,29.63,0
PANTONE 6106 C,76.92,-0.12,-12.64,95.06,0,0,0,1.14,0,0,2.01,1.79,0
PANTONE 6107 C,72.53,-0.96,-15.24,90.81,0,0,3.94,1.46,0,0,3.79,0,0
PANTONE 6108 C,66.27,-2.54,-17.56,91.05,0,0,0,0,0,0,3.45,2.79,2.71
PANTONE 6109 C,58.58,-3.04,-19.97,82.16,0,0,6.94,0,0,0,6.79,0,4.11
PANTONE 611 C,80.06,-5.63,72.2,52.53,0,0,2.69,0,42.82,1.96,0,0,0
PANTONE 6110 C,55.6,-2.54,-20.45,80.9,0,4.47,0,4.39,0,0,10.24,0,0
PANTONE 6111 C,50.3,-2.05,-22.18,75.49,0,5.9,0,5.61,0,0,13,0,0
PANTONE 6112 C,37.55,-4.12,-24.25,49.85,26.18,0,0,0.55,0,0,23.42,0,0
PANTONE 6113 C,54.6,-7.47,-12.35,77.62,0,2.93,0,7.65,0,0,11.8,0,0
PANTONE 6114 C,51.8,-6.62,-12.22,74.47,0,3.55,0,8.91,0,0,13.07,0,0
PANTONE 6115 C,46.86,-7.29,-11.59,64.61,11.58,0,0,7.57,0,0,16.24,0,0
PANTONE 6116 C,41.7,-7.9,-11.74,55.8,13.84,0,0,9.94,0,0,20.42,0,0
PANTONE 6117 C,39.13,-7.66,-11.8,50.91,15.54,0,0,11.04,0,0,22.51,0,0
PANTONE 6118 C,28.24,-7.09,-6.76,0.16,44.81,0,0,0,0,53.67,0,1.36,0
PANTONE 6119 C,24.2,-5.06,-5.41,33.41,0,0,0,0,0,20.87,0,9.98,35.74
PANTONE 612 C,71.98,-3.1,79.69,25.79,0,0,0,0.17,69.89,0,0,0,4.15
PANTONE 6120 C,63,-20.28,-34.69,84.33,0,0,0,0.92,0,0,12.87,1.88,0
PANTONE 6121 C,58.89,-22.38,-37.94,79.54,0,0,0,1.21,0,0,17.07,2.18,0
PANTONE 6122 C,52.16,-23.3,-41.99,70.22,0,0,0,1.9,0,0,24.78,3.1,0
PANTONE 6123 C,49.97,-22.95,-42.8,66.81,0,0,0,2.23,0,0,27.4,3.56,0
PANTONE 6124 C,46.58,-22.83,-43.75,60.65,0,0,0,2.87,0,0,32.3,4.18,0
PANTONE 6125 C,43.5,-21.66,-40.94,51.74,0,0,8.61,4.05,0,0,35.6,0,0
PANTONE 6126 C,35.52,-12.5,-45.31,45.13,0,9.31,0,3.58,0,0,41.98,0,0
PANTONE 6127 C,68.06,-21.33,-20.77,88.2,0,0,0,2.03,0,0,9.31,0.46,0
PANTONE 6128 C,61,-25.62,-24.04,81.27,0,0,0,3.23,0,0,14.97,0.53,0
PANTONE 6129 C,54.61,-30.35,-25.12,72.36,0.34,0,0,4.89,0,0,22.41,0,0
PANTONE 613 C,64.66,-0.52,74.68,9.54,0,0,0,1.08,82.66,0,0,0,6.72
PANTONE 6130 C,48.62,-33.29,-25.67,65.57,0,0,0,0,0,4.75,23.23,0,6.45
PANTONE 6131 C,41.23,-33.12,-26.19,53.65,0,0,0,0,0,4.51,31.93,0,9.91
PANTONE 6132 C,44.66,-31.56,-29.15,61.51,0,0,0,0,0,0,30.69,0,7.8
PANTONE 6133 C,37.45,-26.19,-24.91,54.14,0,0,0,0,0,0,31.34,1.09,13.43
PANTONE 6134 C,76.57,-22.2,-12.55,92.81,0,0,0,0,0,2.94,3.28,0,0.97
PANTONE 6135 C,70.37,-22.92,-11.11,88.73,0,0,0,2.27,1.06,0,7.94,0,0
PANTONE 6136 C,62.47,-27.71,-11.74,74.27,5.97,0,0,0,0,16.24,3.52,0,0
PANTONE 6137 C,58.48,-29.85,-12.04,67.54,7.57,0,0,0,0,20.76,4.13,0,0
PANTONE 6138 C,53.59,-33.07,-11.98,71.83,0,0,0,0,5.39,0,17.71,0,5.07
PANTONE 6139 C,48.88,-33.63,-11.94,65.52,0,0,0,0,6.38,0,21.16,0,6.94
PANTONE 614 C,85.05,-3.36,27.04,92.33,0,0,0,0.15,6.23,0,0,0,1.29
PANTONE 6140 C,45.87,-33.59,-11.17,61.11,0,0,0,0,7.26,0,23.15,0,8.48
PANTONE 6141 C,77.31,-25.95,-2.97,91.45,0,0,0,0.37,3.01,0,5.17,0,0
PANTONE 6142 C,71.28,-32.79,-0.23,85.29,0,0,0,0.79,5.57,0,8.35,0,0
PANTONE 6143 C,63.72,-42.32,2.63,74.25,0,0,0,1.13,10.38,0,14.24,0,0
PANTONE 6144 C,58.85,-47.59,5.39,64.62,0,0,0,1.52,14.9,0,18.96,0,0
PANTONE 6145 C,53.01,-52.34,7.81,52.47,0,0,0,0,21.39,0,24.16,0,1.98
PANTONE 6146 C,48.46,-55.14,9.38,40.6,0,0,0,0,26.84,0,29.78,0,2.78
PANTONE 6147 C,45.36,-52.39,12.38,33.38,0,0,0,0,31.6,0,30.46,0,4.56
PANTONE 6148 C,88.38,-2.97,-6.76,99.02,0,0,0,0,0,0,0.65,0.33,0
PANTONE 6149 C,83.43,-8.06,-5.55,96.98,0,0,0,0.96,0,0,1.89,0.17,0
PANTONE 615 C,82.62,-3.61,30.62,89.84,0,0,0,0.17,8.2,0,0,0,1.79
PANTONE 6150 C,76.77,-13.94,-5.1,94.07,0,0,0,0,0,2.48,1.42,0,2.03
PANTONE 6151 C,70.52,-19.19,-5.91,90.27,0,0,0,0,2.1,0,5.23,0,2.4
PANTONE 6152 C,61.49,-23.65,0.03,81,0,0,0,0,6.03,0,8.39,0,4.58
PANTONE 6153 C,52.53,-27.14,2.49,69.06,0,0,0,0,10.55,0,12.81,0,7.58
PANTONE 6154 C,44.69,-31.91,8.62,50.82,0,0,0,0,20.2,0,18.39,0,10.59
PANTONE 6155 C,63.77,-21.16,2.61,83.05,0,0,0,0,5.93,0,6.68,0,4.34
PANTONE 6156 C,57.23,-24.51,4.33,74.9,0,0,0,0,9.29,0,9.67,0,6.14
PANTONE 6157 C,51.93,-27.12,6.64,66.22,0,0,0,0,13.28,0,12.52,0,7.98
PANTONE 6158 C,47.52,-30.87,8.88,56.19,0,0,0,0,18.35,0,16.19,0,9.27
PANTONE 6159 C,41.86,-32.82,7.57,45.57,0,0,0,0,21.48,0,20.99,0,11.96
PANTONE 616 C,80.25,-3.7,33.1,87.38,0,0,0,0.15,10.12,0,0,0,2.35
PANTONE 6160 C,34.18,-29.99,9.47,29.51,0,0,0,0,27.47,0,24.09,0,18.93
PANTONE 6161 C,28.08,-22.54,6.05,25.84,0,0,0,0,22.4,0,22.77,0,28.99
PANTONE 6162 C,62.41,-42.48,15.09,67.32,0,0,0,1.75,16.94,0,13.99,0,0
PANTONE 6163 C,57.93,-49.96,15.53,57.11,0,0,0,1.55,22.13,0,19.21,0,0
PANTONE 6164 C,56.01,-56.39,17.25,49.61,0,0,0,0.79,26.81,0,22.79,0,0
PANTONE 6165 C,51.29,-60.77,19.76,34.55,0,0,0,1.16,35.07,0,29.22,0,0
